Case Number,Time,Date,Year,Type,Country,Fatal,Injury,Area,Location,Activity,Name,Victim's Gender,Age,Species,Predicted Gender
1963.12.08,Afternoon,08-Dec-1963,1963.0,Unprovoked,AUSTRALIA,N,Torso & hand lacerated,South Australia,55 miles south of Adelaide,Spearfishing,Rodney Fox,,23.0,White shark,Male
1963.12.04.R,Unknown,04-Dec-1963,1963.0,Unprovoked,NEW BRITAIN,Y,"FATAL, leg severely bitten","South Coast, East New Britain",Pomio,Spearfishing,Patape,,22.0,Tiger shark,
1963.11.30.b,Afternoon,30-Nov-1963,1963.0,Unprovoked,NEW ZEALAND,N,Hand & lower leg severely injured,South Island,"Charteris Bay, Lyttleton Harbour",Treading water while alongside capsized yacht,Charlie Dudley,,20.0,Possibly a broadnose 7-gill shark,Male
1963.11.30.a,Afternoon,30-Nov-1963,1963.0,Provoked,PAPUA NEW GUINEA,N,Left arm lacerated PROVOKED INCIDENT,Gulf Province,"Kukipi, 150 miles west of Port Moresby in the Lakekamu River area",Fishing / standing in waist deep water,"Siara Ikui, female",,18.0,Tiger shark,
1963.11.28,Morning,28-Nov-1963,1963.0,Unprovoked,FIJI,N,Elbow bitten,Lau Province,"Dravuwalu, Totoya Island",Fishing,"Mereseini Wati, female",,21.0,>1.2 m [4'] tiger shark,
1963.11.25,Afternoon,25-Nov-1963,1963.0,Unprovoked,FIJI,N,Ankle & foot bitten,Vita Levu,Rewa River,Spearing fish,Sumia Qio,,25.0,Unknown,
1963.11.16.R,Unknown,Reported 16-Nov-1963,1963.0,Unprovoked,ITALY,N,No injury,Sicily,Off Mondello Lighthouse,Spearfishing,Dr. Salito,,28.0,Unknown,
1963.11.14,Unknown,14-Nov-1963,1963.0,Provoked,AUSTRALIA,N,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",Queensland,Mermaid Beach,Catching sharks under government contract,"boat Nora, occupant Bruce Harris",,24.0,"White shark, 15'2""",
1963.11.12,Morning,12-Nov-1963,1963.0,Provoked,USA,N,No injury PROVOKED INCIDENT,Florida,"8 miles south of Elliot Key, Miami-Dade County",Testing anti-shark cage,"D. R. Nelson, J. Greenberg & S.H. Gruber",,24.0,"Silky shark, 1.9 m [6.5']",
1963.11.04,Morning,04-Nov-1963,1963.0,Unprovoked,PALAU,N,Left calf lacerated,Western Caroline Islands,Koror,Fishing,Saburo Dooley,,35.0,Dooley believed his Injury was caused by stingray (Dasyatidae family),Male
1963.10.16,Afternoon,16-Oct-1963,1963.0,Unprovoked,USA,N,"Right thigh & foot bruised, right calf lacerated",Florida,"Biltmore Beach, near Panama City","Surf fishing, wading",William Cheatham,,28.0,500-lb shark,Male
1963.09.26,Unknown,26-Sep-1963,1963.0,Invalid,USA,Unknown,Numerous dusky sharks & a 3 m to 4.6 m [10' to 15'] tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,Florida,100 miles offshore,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and Jame & Ann Dumas adrift on makeshift raft.","After 2 days, Ann Dumas, 7,5 months pregnant, died of exposure & exhaution& her body was lashed to raft.",,25.0,Invalid,
1963.09.22,Afternoon,22-Sep-1963,1963.0,Unprovoked,SOLOMON ISLANDS,Y,"FATAL, right thigh, calf & foot bitten",Ysabel Island,Susukana Plantation,Spearing fish,Dovi,,30.0,5.5 m [18'] shark,
1963.09.13,Morning,13-Sep-1963,1963.0,Provoked,AUSTRALIA,N,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",New South Wales,Wanda Beach,Surfing,Peter Barron,,18.0,1.5 m [5'] shark,Male
1963.09.10,Afternoon,10-Sep-1963,1963.0,Provoked,USA,N,Minor injury to left forearm PROVOKED INCIDENT,Florida,"Snapper Point Jetty, Miami, Dade County","Spearfishing, pulled shark’s tail",Robert Olsen,,16.0,"Nurse shark, 1.2 m [4']",Male
1963.08.00,Unknown,Aug-1963,1963.0,Unprovoked,DOMINICAN REPUBLIC,Y,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly.""",Santo Domingo,Rio Haina Port,"Swimming, when caught in heavy seas",2 males,,24.0,8 sharks,
1963.07.28,Morning,28-Jul-1963,1963.0,Unprovoked,FEDERATED STATES OF MICRONESIA,N,Upper left arm bitten,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",Spearfishing,Akira,,26.0,Tiger shark,Male
1963.07.15,Afternoon,15-Jul-1963,1963.0,Unprovoked,USA,N,"Left forearm bitten, surgically amputated?",Florida,"New Smyrna Beach, Volusia County",Bathing,Robert Driscoll,,14.0,Unknown,Male
1963.07.11,Unknown,11-Jul-1963,1963.0,Provoked,USA,N,"Cuts on right hand, PROVOKED INCIDENT",Mississippi,Horn Island,"Fishing, on charter boat Silver Dollar","James Ronald Mason, deckhand",,24.0,1.2 m [4'] shark,Male
1963.07.00,Unknown,Jul-1963,1963.0,Unprovoked,PANAMA,Y,"FATAL, foot nearly severed",San Blas coast,"4 miles from Tuwala, near Mulatuppu","Seining for bait, standing in chest-deep water",an Indian male,,24.0,Unknown,
1963.06.01.b,Afternoon,01-Jun-1963,1963.0,Unprovoked,GREECE,Y,FATAL,Thessaly,near Trikerion Island,Swimming,Helga Pogl,,42.0,"White shark, 3 m",Female
1963.06.01.a,Morning,01-Jun-1963,1963.0,Provoked,PAPUA NEW GUINEA,N,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",Central Province,Near Fisherman's Island,Fishing,Au Kila (male),,30.0,1.8 m [6'] shark,
1963.05.18,Unknown,18-May-1963,1963.0,Invalid,USA,Unknown,3 lacerations below right knee,California,San Mateo County,Swimming,Gregory Moffatt,,24.0,Shark involvement not confirmed,Male
1963.05.14,Unknown,14-May-1963,1963.0,Sea Disaster,PHILIPPINES,Y,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks. Survivors were rescued after spending 3 days in the water.",Luzon Island,100 miles southeast of Manila,"Boat, with 42 passengers onboard, capsized in rough seas",Most were women & children,,24.0,Unknown,
1963.04.22,Unknown,22-Apr-1963,1963.0,Provoked,AUSTRALIA,N,Foot lacerated by netted shark PROVOKED INCIDENT,New South Wales,Clarence Head,Fishing,Jack Sonter,,24.0,Grey nurse shark,Male
1963.04.20,Afternoon,20-Apr-1963,1963.0,Unprovoked,USA,Y,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed",US Virgin Islands,"St. Thomas, Magens Bay",Swimming,Naval Lt. (jg) John Gibson,,25.0,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",
1963.04.17,Afternoon,17-Apr-1963,1963.0,Unprovoked,SOUTH AFRICA,N,Buttock bitten,KwaZulu-Natal,Amanzimtoti,Swimming,Errol Fourie,,15.0,Unknown,Male
1963.04.13,Unknown,13-Apr-1963,1963.0,Unprovoked,AUSTRALIA,N,Arm bitten,Western Australia,Yallingup,"Surfing on ""chest board"" (boogie board?)",Brian Audas,,25.0,1.8 m to 2.4 m [6' to 8'] shark,Male
1963.04.12,Afternoon,12-Apr-1963,1963.0,Unprovoked,USA,N,Left foot & leg bitten,Hawaii,"Awili, South Kona, Hawai'i",Surfing,Aiona Aka,,15.0,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,
1963.04.08,Unknown,08-Apr-1963,1963.0,Invalid,USA,Unknown,"May have drowned prior to shark involvement, partial remains recovered",Hawaii,"Hapuna Beach, Hawai'i",Washed into sea while picking opihi,Roy C. Kametani,,24.0,Shark involvement prior to death was not confirmed,Male
1963.02.27,Morning,27-Feb-1963,1963.0,Unprovoked,PAPUA NEW GUINEA,N,Right shoulder bitten,New Ireland Province,Namatanai,Swimming,Joseph To Toba,,24.0,Unknown,Male
1963.02.24,Afternoon,24-Feb-1963,1963.0,Unprovoked,AUSTRALIA,N,Left leg lacerated,New South Wales,Wombarra Beach near Austinmeer,Spearfishing,Charles Dunn,,18.0,"Bronze whaler shark, 3 m [10']",Male
1963.02.08,Morning,08-Feb-1963,1963.0,Unprovoked,FIJI,N,Left arm bitten,Lomaiviti Island Group,"Taibaisa Passage, Gau Island",Spearfishing,Jone Waiteatei,,28.0,"White shark, 2.1 m [7']",Female
1963.02.04,Unknown,04-Feb-1963,1963.0,Invalid,USA,Unknown,Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Florida,Off Key West,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",2 males,,24.0,Shark involvement prior to death was not confirmed,
1963.01.28,Afternoon,28-Jan-1963,1963.0,Unprovoked,AUSTRALIA,Y,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten",New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Wading,Marcia Hathaway,,32.0,"Tooth fragments of “whaler” shark were recovered, a bull shark, according to Edwards",Female
1963.01.26,Afternoon,26-Jan-1963,1963.0,Invalid,AUSTRALIA,Unknown,"9' shark in area when he disappeared, body not recovered",New South Wales,Evans Head,Swimming,Shaun Wilmot,,25.0,Shark involvement prior to death was not confirmed,Male
1963.01.22,Unknown,22-Jan-1963,1963.0,Boat,SOUTH AFRICA,N,"No injury to occupant, shark leapt inside boat",Western Cape Province,False Bay,Fishing,boat,,24.0,193-lb shark,
1963.01.14,Afternoon,14-Jan-1963,1963.0,Provoked,NEW ZEALAND,N,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,North Island,"Petone Beach, Wellington",Fishing,Ian Alexander,,14.0,"Grey nurse shark, 1.8 m [6']",Male
1963.01.11,Afternoon,11-Jan-1963,1963.0,Unprovoked,SOUTH AFRICA,N,Lacerations & punctures on left forearm,KwaZulu-Natal,"Peace Cottage, Umdhloti","Free diving, hunting crayfish",Barry E. Blackmore,,27.0,1 m shark,Male
1963.01.06,Afternoon,06-Jan-1963,1963.0,Unprovoked,SOUTH AFRICA,N,Lacerations to right arm,KwaZulu-Natal,"Selection Reef, Umdhloti",Spearfishing,Clive Passmore,,24.0,"Zambesi shark, 2 m [6'9""]",Male
1963.01.04,Unknown,04-Jan-1963,1963.0,Provoked,AUSTRALIA,N,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,South Australia,Off Franklin Island between Streaky Bay & Ceduna,Shark fishing,"boat, occupants: Alf Dean, Jack Hood & Otto Bells",,24.0,"White shark, 16', 2,312-lb",
1962.12.30,Morning,30-Dec-1962,1962.0,Provoked,SOUTH AFRICA,N,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,Scuba diving,"A. B. ""Lofty"" Roets",,24.0,"Dusky shark, 1 m",
1962.12.09,Afternoon,09-Dec-1962,1962.0,Unprovoked,AUSTRALIA,Y,"FATAL, right leg bitten thigh to calf",South Australia,Carrickalinga Head,Spearfishing,Geoffrey Martin Corner,,16.0,"White shark, 4.3 m [14'] (or bronze whaler)",Male
1962.12.00,Unknown,Dec-1962,1962.0,Boat,SOUTH AFRICA,N,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",Western Cape Province,Swartklip,Fishing,"boat Swift, occupants: Dolly Samuels & 8 other men",,24.0,"2 m [6'9""], 87.5-kg [193-lb] shark",
1962.11.29,Unknown,29-Nov-1962,1962.0,Unprovoked,AUSTRALIA,N,"No injury, shark bit spear & dragged diver 90'",New South Wales,Sydney,"Spearfishing, Scuba diving",B. May,,26.0,3 m [10'] shark,
1962.11.11,Afternoon,11-Nov-1962,1962.0,Unprovoked,USA,N,"Arm, hand, buttock, leg and thigh bitten",California,Farallon Islands,Spearfishing / Scuba diving (at surface),Leroy French,,24.0,"White shark, 4.3 m to 4.9m [14' to 16']",Male
1962.11.10,Unknown,10-Nov-1962,1962.0,Boat,AUSTRALIA,N,No injury to occupants. Shark rammed boat as they were pulling in a flathead,New South Wales,Off Kisma,Fishing,"wooden boat, occupants: Jack Bullman & Keith Campbell",,24.0,3 m [10'] blue whaler,
1962.10.28,Afternoon,28-Oct-1962,1962.0,Unprovoked,SOUTH AFRICA,N,Arm lacerated (minor injury),KwaZulu-Natal,Paradise Reef,Spearfishing,Noel Holliday,,30.0,Unknown,Male
1962.10.25,Morning,25-Oct-1962,1962.0,Unprovoked,MEXICO,Y,"FATAL, both legs bitten",Veracruz,"Villa del Mar Beach, Veracruz",Wading,"Nicolas Jimenez Nunez, a Catholic priest",,32.0,2.7 m [9'] shark,Male
1962.10.14,Unknown,14-Oct-1962,1962.0,Boat,AUSTRALIA,N,"No injury to occupant, shark ""nibbled"" at boat",South Australia,Port Phillip Bay,Adrift after wave swamped engine,"speedboat, occupant: Michael Wilson",,24.0,Grey nurse shark,
1962.10.06,Unknown,06-Oct-1962,1962.0,Invalid,USA,Unknown,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,California,2 miles off Santa Catalina Island,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",Marian Leaf,,43.0,Shark involvement prior to death was not confirmed,Male
1962.09.30,Afternoon,30-Sep-1962,1962.0,Unprovoked,BRITISH WEST INDIES,N,Left thigh & hand & speargun bitten,Grand Turk Island,Long Cay,Spearfishing,Wesley Vickrey,,24.0,"Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7']",Male
1962.09.22,Afternoon,22-Sep-1962,1962.0,Unprovoked,MEXICO,N,"Left arm severely bitten, surgically amputated",Veracruz,"Villa del Mar Beach, Veracruz",Swimming,Nestor Valenzuela,,20.0,Unknown,Male
1962.09.13,Unknown,13-Sep-1962,1962.0,Unprovoked,SOUTH ATLANTIC OCEAN,Y,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Off coast of West Africa,Off the passenger liner Stirling Castle,"When a deckhand jumped overboard, McIver dived after him with a rescue line.",John MacIver,,29.0,Unknown,Male
1962.09.02,Morning,02-Sep-1962,1962.0,Unprovoked,ITALY,Y,"FATAL, multiple injuries to both legs",Tyrrhenian Sea,"Circeo, Secca del Quadro",Spearfishing with Scuba gear,Maurizio Sarra,,28.0,White shark,Male
1962.08.31.R,Unknown,Reported 31-Aug-1962,1962.0,Provoked,ISRAEL,UNKNOWN,"Details unknown, possibly a PROVOKED INCIDENT",Sharon,2 km north of Apollonia,Fishing,fisherman,,24.0,2.5 m [8.25'] shark,
1962.08.30.a,Unknown,30-Aug-1962,1962.0,Provoked,PAPUA NEW GUINEA,N,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,Northern District,Kufulu Point,Fishing,Enigo Setiro,,49.0,"""A long thin brown-colored shark""",
1962.08.29,Morning,29-Aug-1962,1962.0,Provoked,USA,N,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder PROVOKED INCIDENT",California,"Solana Beach, San Diego County",Diving for abalone,Knox Harris,,39.0,"Horn shar,k Heterodontus francisci, 1.2 m [4']",
1962.08.23,Afternoon,23-Aug-1962,1962.0,Boat,SOUTH AFRICA,N,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",Western Cape Province,Robbesteen,Fishing,"4 m dinghy, occupants: Cecil Holmes, Chris Augustyn & Allen Varley",,24.0,4.3 m [14'] shark,
1962.08.19,Afternoon,19-Aug-1962,1962.0,Unprovoked,USA,Y,"FATAL, lower right leg bitten",Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Surf fishing in waist-deep water,Hans Fix,,40.0,Unknown,Male
1962.08.12,Afternoon,12-Aug-1962,1962.0,Unprovoked,USA,N,Left thigh & hand bitten,New Jersey,"Manasquan, Ocean County",Standing,Michael Roman,,24.0,1.8 m [6'] shark,Male
1962.08.01,Afternoon,01-Aug-1962,1962.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, right thigh severely bitten, right ankle lacerated","New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island",Spearfishing,"Tarara, a male",,30.0,Unknown,
1962.08.00.b,Unknown,Late Aug-1962,1962.0,Unprovoked,ITALY,N,No injury,Tyrrhenian Sea,"Circeo, Secca del Faro",Diving,Dante Matacchione,,24.0,White shark,Male
1962.07.28,Unknown,28-Jul-1962,1962.0,Unprovoked,USA,N,Lacerations on left foot & hand,South Carolina,"Off Hilton Head, Beaufort County",Standing,Robert Stein,,21.0,1.8 m to 2.4 m [6' to 8'] shark,Male
1962.07.19,Afternoon,19-Jul-1962,1962.0,Provoked,USA,N,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",California,30 miles south of San Clemente Island,Fishing for albacore,Esteban L. Cervantes,,19.0,Blue shark,Male
1962.07.10,Afternoon,10-Jul-1962,1962.0,Unprovoked,USA,N,"Cuts on fingers, hand & wrist",Georgia,"St. Simons Island or Jeykll Island, Glynn County",Playing in surf with his child (9),Leonard Harrison Hancock,,41.0,Unknown,Male
1962.07.07,Afternoon,07-Jul-1962,1962.0,Unprovoked,USA,N,Laceration on hand,Georgia,"Jekyll Island, Glynn County",Dived from inner-tube,Gary Duncan,,13.0,Unknown,Male
1962.06.25,Unknown,25-Jun-1962,1962.0,Invalid,USA,Unknown,FATAL,Florida,"Fernandina Beach, Nassau County",U.S. Airforce crewman reported missing after bailing out of jet,male,,24.0,Shark involvement not confirmed,Male
1962.06.21,Evening,21-Jun-1962,1962.0,Boat,SOUTH AFRICA,N,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",Western Cape Province,"Millers Point, False Bay","On a ""shark hunt""","2.4 m rowboat, occupants: Edgar Brown, Jerry Welz & Cornelius Stakenburg",,24.0,2.7 m to 3 m [9' to 10'] sharks,
1962.06.17,Morning,17-Jun-1962,1962.0,Unprovoked,USA,N,"8"" laceration on left calf",Florida,"New Smyrna Beach, Volusia County",Rolled off raft,Barry Bryan Reed,,11.0,1.8 m [6'] shark,Male
1962.06.11.b,Evening,11-Jun-1962,1962.0,Unprovoked,USA,N,2 toes bitten off,California,San Francisco Bay,Escaping from Alacatraz,Clarence Anglin,,31.0,Unknown,Male
1962.06.11.b,Evening,11-Jun-1962,1962.0,Unprovoked,USA,Y,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",California,San Francisco Bay,Escaping from Alacatraz,John William Anglin,,32.0,Unknown,Male
1962.06.11.a,Evening,11-Jun-1962,1962.0,Unprovoked,USA,Y,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",California,San Francisco Bay,Escaping from Alacatraz,Frank Lee Morris,,35.0,Unknown,Male
1962.06.10.b,Unknown,10-Jun-1962,1962.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, chest & leg bitten",Madang Province,"Mouth of Suareng River, a mile from Taludig",Washing,"boy from Aitape, West Sepik",,24.0,Possibly a bronze whaler shark,Male
1962.06.10.a,Afternoon,10-Jun-1962,1962.0,Unprovoked,USA,N,Thigh bitten,South Carolina,"Hilton Head, Beaufort County",Standing,Frank Glenn,,13.0,Unknown,Male
1962.06.07,Morning,07-Jun-1962,1962.0,Boat,AUSTRALIA,N,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",Western Australia,Emu Point,Fishing,"10' rowboat, occupant: John Stephensen",,24.0,Unknown,
1962.06.04,Afternoon,04-Jun-1962,1962.0,Provoked,USA,N,Right forearm bitten PROVOKED INCIDENT,California,"12' tank at Steinhart Aquarium, San Francisco","Scuba diving, attempting to catch a captive shark","Norval J. ""Tom"" Green",,55.0,"Sevengill shark, 1.2 m [4']",Male
1962.06.03,Afternoon,03-Jun-1962,1962.0,Unprovoked,USA,N,Left foot bitten,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Free diving,Paul Dammann,,31.0,Unknown,Male
1962.05.00.R,Unknown,May 1962,1962.0,Boat,FIJI,N,"No injury, sharks rammed boat and bit outboard motor",Viti Levu,Near Suva,Fishing,17' fishing boat; occupants 2 men,,24.0,Unknown,
1962.04.20,Unknown,20-Apr-1962,1962.0,Provoked,AUSTRALIA,N,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",Queensland,Nobbys Beach,Fishing,"surf boat, occupants: Ray Sturdy and 4 other fishermen",,24.0,"Bronze whaler shark, 3.7 m [12']",
1962.04.09,Morning,09-Apr-1962,1962.0,Unprovoked,MOZAMBIQUE,N,"Leg bitten, surgically amputated at knee",Gaza,Xai Xai,Swimming,Brian Lawrence Martin,,16.0,Unknown,Male
1962.04.07,Morning,07-Apr-1962,1962.0,Unprovoked,SOUTH AFRICA,N,Left ankle & foot bitten,KwaZulu-Natal,Umhlali,Wading,John Blane,,13.0,"Zambesi shark, 1.2 m [4']",Male
1962.04.05,Unknown,05-Apr-1962,1962.0,Provoked,SOUTH AFRICA,N,Hooked shark bit boat PROVOKED INCIDENT,Eastern Cape Province,East London,Fishing,"4.8 m skiboat, occupants: C. Cockroft & 3 men",,24.0,4.9 m [16']shark,
1962.03.25.a,Unknown,25-Mar-1962,1962.0,Boat,AUSTRALIA,N,No injury to occupants. Shark holed boat & they swam 200 yards to shore,New South Wales,Norah Head,Fishing & spearfishing,boat of Dennis Kemp & 4 other occupants,,24.0,"Bronze whaler shark, 4.6 m [15']",
1962.03.24,Afternoon,24-Mar-1962,1962.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, calf bitten, other leg severed below knee",Madang,Matukar village,Swimming,"Kes, a native boy",,10.0,Possibly a bronze whaler shark,
1962.02.23,Unknown,23-Feb-1962,1962.0,Unprovoked,PAPUA NEW GUINEA,N,Torso lacerated,Central Province,Fisherman’s Island near Port Moresby,Swimming along a row of nets,Hitola Hekure,,24.0,1.2 m [4'] shark,
1962.02.18,Unknown,18-Feb-1962,1962.0,Provoked,NEW ZEALAND,N,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",Southland,Long Beach,Swimming,Fred Mason,,15.0,1.8 m [6'] shark,Male
1962.02.15,Unknown,15-Feb-1962,1962.0,Unprovoked,AUSTRALIA,N,Middle finger of right hand lacerated,Queensland,Between Smith’s Rock & Moreton Island,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,John Hansen,,24.0,3.7 m [12'] shark,Male
1962.02.07,Morning,07-Feb-1962,1962.0,Unprovoked,SOUTH AFRICA,Y,"FATAL, calf bitten twice",KwaZulu-Natal,Winkelspruit,Swimming,Clifford Hoogvorst,,22.0,Unknown,Male
1962.02.05,Afternoon,05-Feb-1962,1962.0,Unprovoked,SOUTH AFRICA,Y,"FATAL, tissue removed from thigh, femoral artery severed",KwaZulu-Natal,Winkelspruit,Treading water,Reece Nielsen,,13.0,"White shark, 3 m",Male
